geotype,geoid,geoname,count,discuss,discussOppose,reducetax,reducetaxOppose,prioritycleanenergy,prioritycleanenergyOppose,localofficials,localofficialsOppose,governor,governorOppose,congress,congressOppose,president,presidentOppose,corporations,corporationsOppose,citizens,citizensOppose,regulate,regulateOppose,drilloffshore,drilloffshoreOppose,drillanwr,drillanwrOppose,fundrenewables,fundrenewablesOppose,rebates,rebatesOppose,mediaweekly,mediaweeklyOppose,gwvoteimp,gwvoteimpOppose,generaterenewable,generaterenewableOppose,exp,expOppose,teachgw,teachgwOppose,priority,priorityOppose,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,worried,worriedOppose,personal,personalOppose,harmus,harmusOppose,devharm,devharmOppose,futuregen,futuregenOppose,harmplants,harmplantsOppose,timing,timingOppose,affectweather,affectweatherOppose
county,18101,"Martin County, Indiana",7690,25.41,74.59,54.90,45.11,53.93,18.44,43.85,23.70,43.83,26.22,47.92,33.21,41.44,38.36,59.52,18.53,49.65,20.07,65.82,34.18,69.69,30.31,39.38,60.62,71.22,28.78,67.13,32.87,26.24,73.77,43.13,45.91,70.09,29.91,30.44,69.56,61.72,38.28,38.42,37.34,58.08,27.24,44.74,40.91,39.25,33.73,47.04,52.96,32.99,56.02,48.69,40.79,52.97,33.45,56.85,30.72,57.05,32.21,44.40,55.60,47.99,11.17
county,18103,"Miami County, Indiana",28388,24.42,75.58,56.38,43.62,57.23,17.31,45.67,22.98,46.80,24.96,51.93,31.16,44.35,36.51,61.15,18.20,50.89,19.85,66.76,33.24,69.26,30.74,38.43,61.57,72.26,27.74,68.40,31.60,24.88,75.12,44.41,44.59,71.19,28.81,30.86,69.14,63.07,36.94,41.00,33.75,56.95,25.00,46.86,39.13,38.42,33.90,47.44,52.56,33.97,54.25,48.84,40.04,53.01,33.00,57.74,29.10,57.86,30.57,45.80,54.20,48.42,10.81
county,18105,"Monroe County, Indiana",117988,40.49,59.51,69.96,30.04,67.16,10.70,57.10,16.19,58.33,15.75,63.55,21.47,55.24,24.55,72.25,11.80,63.89,12.05,77.71,22.30,51.50,48.50,26.41,73.59,81.68,18.32,76.73,23.27,35.46,64.54,59.91,31.14,82.33,17.67,45.51,54.49,76.34,23.66,58.55,23.29,74.26,13.78,63.74,26.12,63.46,21.87,65.39,34.61,44.79,48.70,62.80,31.30,70.04,21.60,73.12,18.59,73.10,20.21,59.49,40.51,66.80,7.03
county,18107,"Montgomery County, Indiana",29325,26.80,73.21,56.17,43.83,55.07,17.55,45.40,22.30,45.48,24.48,49.51,32.26,43.14,36.86,60.80,17.53,51.55,18.78,66.80,33.20,67.49,32.51,37.32,62.68,72.32,27.68,67.95,32.05,27.40,72.60,46.03,43.47,71.32,28.68,32.13,67.87,63.83,36.17,40.74,36.51,59.87,26.24,46.79,39.37,42.11,31.84,49.12,50.88,34.86,54.72,50.80,39.43,55.25,32.07,58.61,29.84,58.99,30.99,46.31,53.69,49.64,10.63
county,18109,"Morgan County, Indiana",55814,27.83,72.17,57.65,42.36,56.22,16.67,45.99,22.30,47.89,23.40,51.55,30.73,44.81,35.49,61.64,16.91,51.37,18.87,67.98,32.02,64.78,35.22,37.15,62.86,72.06,27.94,69.50,30.50,26.38,73.62,49.24,40.34,73.83,26.17,32.84,67.16,63.49,36.51,43.08,33.02,62.05,23.80,48.73,37.43,44.90,30.85,50.85,49.16,34.92,53.87,50.66,38.58,55.50,30.94,60.30,27.44,60.27,29.18,46.52,53.48,51.07,10.35
county,18111,"Newton County, Indiana",10918,25.56,74.44,55.87,44.13,54.59,18.25,44.82,22.68,44.44,25.35,48.66,32.13,42.49,36.94,60.15,18.04,50.90,19.29,66.33,33.67,69.55,30.45,38.83,61.17,71.31,28.69,66.77,33.23,25.94,74.06,43.67,45.40,69.46,30.54,31.32,68.68,62.64,37.36,39.48,36.68,58.80,26.23,45.56,40.26,39.22,32.60,48.04,51.96,34.30,54.53,49.98,39.31,54.05,32.17,57.38,30.02,57.80,31.04,45.37,54.63,48.37,10.86
county,18113,"Noble County, Indiana",35934,27.29,72.71,58.64,41.36,59.33,16.60,46.71,21.81,46.87,23.56,52.88,30.24,46.00,34.93,61.36,17.81,52.55,18.43,67.51,32.49,67.19,32.81,36.61,63.39,71.83,28.17,68.65,31.35,26.30,73.70,48.07,41.47,71.10,28.91,33.19,66.81,65.22,34.78,43.59,32.19,61.39,24.55,48.53,37.56,42.97,30.15,51.63,48.37,36.24,52.04,51.92,36.60,57.03,29.16,60.57,26.68,60.98,27.35,46.36,53.64,51.47,10.19
county,18115,"Ohio County, Indiana",4760,22.32,77.69,51.68,48.33,42.55,17.24,41.24,22.16,38.04,27.12,44.49,33.95,41.31,38.33,59.39,13.03,47.53,17.82,64.87,35.13,71.39,28.61,40.51,59.49,69.38,30.62,65.35,34.66,23.28,76.72,51.08,40.61,70.31,29.69,33.48,66.52,56.64,43.36,32.21,38.66,51.11,25.89,42.02,42.52,34.31,31.57,42.81,57.20,29.81,56.47,46.43,39.74,51.59,30.86,55.05,31.06,53.63,33.95,39.80,60.20,39.31,12.34
county,18117,"Orange County, Indiana",15274,24.81,75.19,55.67,44.33,53.67,17.90,44.09,23.51,43.88,26.04,47.84,33.03,41.50,38.03,59.16,18.24,49.47,20.02,66.47,33.53,69.99,30.01,39.11,60.89,71.54,28.47,67.39,32.61,25.31,74.69,42.68,46.18,69.28,30.72,30.17,69.83,61.94,38.06,38.54,37.15,57.46,27.31,44.49,40.59,38.24,33.36,47.23,52.77,33.08,54.85,48.52,39.51,52.56,32.42,56.40,29.66,56.66,31.16,44.55,55.45,47.93,10.97
county,18119,"Owen County, Indiana",17024,25.11,74.90,55.79,44.21,52.73,17.51,44.54,23.34,44.78,25.33,49.41,31.48,42.57,36.94,60.06,18.03,50.04,19.58,66.27,33.73,67.66,32.34,38.51,61.49,71.51,28.49,68.02,31.98,25.58,74.42,42.16,46.44,70.86,29.14,30.67,69.34,62.73,37.27,39.50,34.51,56.70,25.58,46.37,39.88,40.04,33.08,47.83,52.17,33.32,54.44,48.74,38.98,53.03,31.83,57.02,28.77,57.21,30.34,46.68,53.32,49.24,10.83
county,18121,"Parke County, Indiana",12741,27.52,72.48,56.73,43.27,55.34,17.19,46.33,20.71,46.49,22.87,50.35,30.83,44.81,34.80,61.81,16.47,52.85,17.75,67.46,32.54,66.61,33.39,36.22,63.78,71.65,28.35,66.71,33.29,26.86,73.15,49.02,40.97,71.77,28.23,34.22,65.78,63.37,36.64,40.87,35.49,60.28,24.61,46.74,37.02,42.67,28.84,50.05,49.95,36.10,52.75,52.29,37.32,56.62,29.95,59.56,28.39,60.13,28.82,46.69,53.31,48.78,10.25
county,18123,"Perry County, Indiana",15144,25.18,74.82,58.14,41.87,51.92,15.48,45.33,21.98,43.25,24.81,48.74,29.92,43.21,34.81,62.61,14.71,50.53,17.48,68.92,31.08,67.97,32.04,37.99,62.01,74.01,25.99,69.58,30.42,26.16,73.84,47.43,42.57,72.46,27.54,33.60,66.41,64.15,35.85,38.11,33.36,59.99,22.83,45.62,40.04,41.22,30.87,48.96,51.04,33.18,54.81,50.30,37.39,55.44,29.20,59.15,27.40,58.55,29.74,45.57,54.43,48.52,10.66
county,18125,"Pike County, Indiana",9612,22.69,77.31,53.12,46.88,43.80,15.95,42.62,21.24,40.53,24.92,47.45,31.40,44.01,36.11,60.77,12.12,48.25,17.07,66.09,33.91,68.84,31.16,39.14,60.86,69.24,30.76,66.37,33.64,22.25,77.75,56.40,36.08,72.74,27.26,34.88,65.12,57.54,42.46,34.10,34.94,51.87,23.62,43.31,40.46,36.96,28.63,44.62,55.38,30.83,53.83,47.30,37.04,52.56,28.32,56.72,27.88,55.13,30.67,41.18,58.82,39.97,11.77
county,18127,"Porter County, Indiana",135867,29.76,70.24,63.60,36.41,56.94,12.83,50.77,19.86,51.32,20.98,57.53,25.24,48.77,30.04,66.57,13.62,56.09,15.15,73.02,26.98,61.68,38.32,32.66,67.34,78.73,21.27,73.80,26.20,28.58,71.42,50.82,38.91,77.17,22.83,38.08,61.92,70.05,29.95,45.73,28.67,67.81,17.86,52.54,34.92,50.81,27.19,58.56,41.44,38.39,50.80,55.92,32.95,61.40,25.25,64.68,23.08,65.19,24.17,53.44,46.56,57.67,8.90
county,18129,"Posey County, Indiana",19749,25.59,74.41,54.84,45.16,51.30,17.42,44.00,23.10,42.41,26.48,48.38,33.08,42.05,37.23,60.98,15.81,50.51,18.77,66.76,33.24,70.12,29.88,38.56,61.44,72.95,27.05,69.10,30.91,27.18,72.82,44.79,44.98,70.92,29.08,31.89,68.11,61.34,38.66,36.34,37.25,58.13,26.11,45.11,41.26,38.72,33.95,46.62,53.38,31.70,57.58,48.27,41.45,53.90,32.34,57.57,30.47,57.68,31.81,43.42,56.58,47.54,11.40
county,18131,"Pulaski County, Indiana",9799,27.07,72.94,57.51,42.50,56.47,17.55,45.97,21.47,45.93,23.86,50.57,30.72,44.31,35.09,61.93,17.18,52.91,18.14,67.67,32.33,67.98,32.02,37.21,62.80,72.31,27.70,67.28,32.72,27.40,72.60,45.57,43.83,70.84,29.17,32.75,67.25,63.58,36.42,41.50,35.65,61.09,24.80,47.61,38.41,42.39,30.66,49.82,50.18,35.70,53.77,51.87,38.10,56.15,30.83,59.25,28.83,59.86,29.38,47.24,52.76,50.33,10.42
county,18133,"Putnam County, Indiana",29677,27.59,72.41,56.87,43.13,56.96,17.10,45.56,22.42,45.85,24.43,50.30,31.83,43.49,36.55,61.34,17.78,51.79,19.09,67.61,32.39,66.46,33.55,37.25,62.75,72.77,27.23,68.64,31.37,27.30,72.70,46.08,43.23,72.48,27.52,32.65,67.35,63.12,36.88,41.29,34.16,61.85,24.60,48.19,38.05,43.32,31.47,49.56,50.44,34.89,54.75,50.80,39.41,56.05,31.05,59.30,28.13,60.20,29.27,46.59,53.41,50.34,10.58
county,18135,"Randolph County, Indiana",18925,25.81,74.19,55.65,44.35,54.88,17.85,44.67,23.40,45.08,25.48,49.26,32.25,42.42,37.60,60.23,18.19,50.13,19.79,66.60,33.40,68.16,31.85,38.86,61.14,71.53,28.47,67.98,32.02,25.70,74.30,44.07,44.93,71.04,28.96,30.51,69.49,62.25,37.75,40.01,35.66,59.14,26.35,45.99,39.93,39.65,33.64,48.28,51.72,33.65,55.08,49.24,39.80,53.54,32.52,57.80,29.49,57.92,31.07,45.45,54.55,48.60,10.97
county,18137,"Ripley County, Indiana",22174,25.65,74.35,56.05,43.95,54.01,17.79,44.49,23.32,45.00,25.33,49.71,31.76,42.59,37.31,61.09,18.14,50.85,19.70,66.86,33.14,69.34,30.66,38.60,61.40,71.99,28.01,68.37,31.63,25.89,74.11,43.74,45.24,71.15,28.85,30.42,69.58,61.52,38.48,39.58,34.78,58.41,25.82,47.49,38.87,40.66,32.94,48.52,51.48,33.44,55.73,49.36,40.14,53.69,32.92,57.95,29.95,58.61,30.45,45.91,54.09,49.95,11.03
county,18139,"Rush County, Indiana",12996,24.37,75.63,54.52,45.48,53.58,18.67,43.33,24.01,42.80,27.08,48.18,33.23,41.36,38.68,59.51,18.55,49.40,20.30,65.87,34.13,70.07,29.93,40.04,59.96,71.39,28.61,67.32,32.68,25.26,74.74,41.23,47.68,68.64,31.36,29.23,70.77,61.19,38.81,38.37,37.26,57.99,27.38,44.66,41.43,37.19,35.21,46.82,53.18,32.33,55.86,47.75,40.53,52.26,33.50,56.24,30.90,56.26,32.54,44.52,55.48,47.63,11.45
county,18141,"St. Joseph County, Indiana",209274,34.16,65.84,67.02,32.98,66.60,11.35,54.28,18.12,54.98,18.35,59.87,23.31,51.33,27.79,68.62,13.56,59.75,14.45,74.21,25.79,58.69,41.31,30.73,69.27,79.22,20.78,74.49,25.51,29.39,70.61,53.93,35.96,79.56,20.44,39.88,60.12,72.98,27.02,51.52,23.93,69.05,16.45,55.12,34.06,53.88,24.44,60.61,39.39,42.48,47.23,59.00,30.93,64.65,23.19,67.71,20.51,68.59,20.91,56.43,43.57,62.12,7.92
county,18143,"Scott County, Indiana",18979,26.55,73.45,58.92,41.08,56.39,16.08,46.70,22.01,48.50,22.68,50.92,30.38,44.61,35.34,60.67,17.35,50.69,18.94,68.27,31.73,64.04,35.96,36.00,64.00,71.03,28.97,69.06,30.94,24.86,75.14,49.35,39.79,74.16,25.85,32.38,67.62,64.81,35.19,43.31,32.59,60.75,24.05,48.42,36.71,43.70,30.00,51.67,48.33,35.22,52.65,50.40,38.10,54.93,29.90,59.64,26.25,59.95,27.83,47.22,52.78,50.75,9.79
county,18145,"Shelby County, Indiana",34836,26.27,73.74,56.16,43.84,55.85,17.44,45.10,22.80,45.07,25.18,48.24,31.85,42.84,36.76,61.04,17.59,51.42,19.31,66.99,33.02,69.35,30.65,38.24,61.76,71.97,28.03,67.98,32.02,26.60,73.40,44.21,44.94,70.12,29.88,31.87,68.13,63.63,36.37,39.52,35.55,61.71,24.78,46.41,40.08,40.46,32.84,49.57,50.43,34.37,54.90,50.59,38.96,54.88,31.82,59.27,28.41,59.41,29.61,46.08,53.92,49.47,10.78
county,18147,"Spencer County, Indiana",15605,22.75,77.25,53.22,46.79,44.56,15.05,42.50,21.79,39.80,26.03,45.66,31.89,42.70,36.11,62.19,11.73,49.41,16.71,66.97,33.03,69.20,30.80,39.16,60.84,72.07,27.93,68.43,31.57,23.56,76.44,53.95,38.06,73.40,26.60,34.48,65.52,59.64,40.36,32.76,36.18,53.94,23.82,42.58,42.94,36.30,31.23,43.77,56.23,29.65,56.76,46.69,39.70,53.99,28.14,58.24,27.57,56.27,30.97,40.57,59.43,41.49,11.80
county,18149,"Starke County, Indiana",17976,25.51,74.49,56.42,43.59,55.03,17.87,44.40,23.26,44.21,25.51,48.07,32.85,41.78,37.84,60.18,18.18,49.82,19.58,66.75,33.25,68.81,31.19,38.95,61.05,71.75,28.25,67.83,32.17,25.35,74.65,43.14,45.73,70.08,29.92,30.45,69.55,62.53,37.47,40.00,35.71,57.71,27.22,44.86,41.08,38.50,33.63,47.63,52.37,33.90,54.57,49.42,39.28,53.49,32.20,57.41,29.49,57.65,30.90,44.79,55.21,48.09,10.90
county,18151,"Steuben County, Indiana",27651,28.83,71.17,58.45,41.55,55.86,16.19,46.71,22.54,48.09,23.45,51.20,30.36,44.15,35.68,62.20,17.15,51.88,18.41,68.56,31.44,64.32,35.68,35.85,64.15,72.45,27.55,69.96,30.04,27.19,72.81,49.01,40.48,74.93,25.07,32.80,67.20,64.46,35.54,42.81,32.40,60.91,24.19,48.54,36.37,45.17,30.87,51.83,48.18,34.75,53.98,50.69,38.30,55.74,30.50,60.33,26.96,60.35,28.89,48.13,51.87,52.79,10.19
county,18153,"Sullivan County, Indiana",16659,22.98,77.02,53.67,46.34,44.13,15.53,43.34,20.88,41.51,24.19,47.05,31.29,43.82,35.83,60.64,12.03,48.15,16.99,66.26,33.74,67.16,32.84,38.63,61.36,69.27,30.73,66.60,33.41,22.27,77.73,57.09,35.32,73.70,26.30,35.64,64.36,58.02,41.98,35.52,34.04,52.57,23.41,44.92,39.34,38.17,28.21,45.23,54.77,31.28,53.84,47.72,37.34,53.36,28.28,57.70,27.62,56.04,30.51,41.40,58.60,40.64,11.54
county,18155,"Switzerland County, Indiana",7498,22.99,77.02,54.73,45.28,44.70,15.12,43.68,20.54,42.69,23.01,47.67,30.36,44.78,35.07,60.59,11.90,47.89,16.76,66.64,33.36,65.20,34.80,37.60,62.40,68.43,31.57,66.66,33.34,21.25,78.75,59.28,33.29,74.87,25.13,35.96,64.04,58.36,41.64,37.00,32.47,52.46,22.87,46.14,37.75,39.19,26.59,46.25,53.75,31.81,52.43,48.07,36.23,53.46,27.39,58.32,26.35,56.72,29.10,42.21,57.79,40.56,11.12
county,18157,"Tippecanoe County, Indiana",149123,33.28,66.72,63.06,36.94,62.75,13.85,51.42,19.48,51.88,20.13,56.09,26.16,48.48,30.71,67.31,14.68,58.64,15.42,71.85,28.15,57.91,42.09,31.81,68.19,76.90,23.10,72.25,27.75,30.38,69.62,51.80,38.04,77.99,22.01,38.70,61.31,71.02,28.98,48.33,28.16,69.33,18.93,53.87,32.60,51.57,27.00,58.66,41.34,41.58,49.48,57.92,33.63,63.29,26.11,67.11,22.53,66.67,24.66,52.56,47.44,58.73,8.75
county,18159,"Tipton County, Indiana",12150,26.84,73.16,55.20,44.80,54.33,18.09,44.47,22.96,43.98,25.83,48.79,32.66,42.16,37.52,60.87,17.60,51.30,19.11,66.54,33.46,69.00,31.00,38.37,61.63,72.44,27.56,67.87,32.13,27.80,72.20,43.67,45.64,70.30,29.70,31.69,68.31,62.56,37.44,38.78,37.40,59.61,26.27,45.75,40.19,40.82,33.35,48.10,51.90,33.43,56.39,49.84,40.46,54.46,32.83,58.02,30.37,58.19,31.77,45.19,54.81,49.41,11.07
county,18161,"Union County, Indiana",5587,26.73,73.27,57.71,42.29,56.11,16.09,46.03,22.65,47.62,23.30,50.50,31.28,43.54,36.00,60.90,17.50,50.27,19.02,68.20,31.80,64.72,35.28,36.99,63.02,72.41,27.60,70.37,29.64,25.44,74.56,47.40,41.56,74.75,25.25,31.85,68.15,63.60,36.40,41.83,33.14,59.58,25.54,47.69,38.06,43.71,31.76,50.00,50.00,34.04,54.47,49.74,38.92,54.51,31.61,60.06,26.96,59.63,29.79,46.22,53.78,51.03,10.33
county,18163,"Vanderburgh County, Indiana",141135,28.79,71.21,62.34,37.66,60.31,13.15,49.86,20.27,50.66,21.23,56.81,26.65,48.43,30.73,64.76,14.94,55.70,16.38,71.60,28.40,62.40,37.60,35.11,64.89,77.95,22.05,73.44,26.56,27.93,72.07,48.22,39.65,75.85,24.15,34.20,65.80,69.57,30.43,47.14,28.77,67.82,18.71,52.39,36.88,46.66,30.57,56.05,43.95,36.42,53.02,54.38,34.88,58.37,28.34,61.57,26.56,62.48,27.47,50.95,49.05,57.45,9.18
county,18165,"Vermillion County, Indiana",12109,23.49,76.51,53.69,46.32,44.32,15.91,42.96,20.83,40.31,24.62,46.75,31.18,43.70,36.15,61.30,11.93,48.95,16.58,66.54,33.46,68.11,31.89,38.29,61.71,70.81,29.19,66.91,33.09,23.97,76.03,55.70,36.72,73.34,26.66,35.49,64.51,58.13,41.88,34.60,35.11,53.01,24.25,45.73,38.83,37.16,29.43,44.75,55.25,30.59,56.08,48.23,38.48,54.34,28.65,58.02,28.73,56.21,31.84,41.12,58.88,40.36,11.71
county,18167,"Vigo County, Indiana",84677,30.79,69.21,62.69,37.31,59.95,13.95,50.24,19.68,51.64,20.26,55.05,27.18,48.11,31.36,64.49,14.56,55.19,16.07,71.16,28.85,60.84,39.16,32.96,67.04,76.01,23.99,72.41,27.59,27.84,72.17,52.12,37.70,78.12,21.88,37.93,62.07,68.27,31.73,46.78,29.22,65.26,19.08,51.40,32.51,49.76,27.22,56.04,43.96,38.00,50.51,54.55,34.15,60.02,25.68,63.51,23.03,63.97,23.93,50.48,49.52,56.10,9.04
county,18169,"Wabash County, Indiana",24542,25.30,74.71,54.21,45.79,52.05,18.23,43.79,23.45,43.19,26.09,45.94,34.41,41.09,38.74,59.30,18.27,49.35,19.80,65.34,34.66,70.32,29.68,39.72,60.28,72.28,27.72,67.83,32.17,26.57,73.43,42.82,46.17,70.67,29.33,30.06,69.94,61.12,38.88,37.04,38.29,57.97,28.67,44.05,42.52,39.03,35.21,46.78,53.22,32.40,57.22,48.70,41.42,53.05,33.33,56.77,30.74,56.94,32.46,43.21,56.79,49.46,11.10
county,18171,"Warren County, Indiana",6608,27.35,72.65,56.80,43.20,55.45,17.14,45.52,22.18,45.89,24.18,50.11,31.34,43.59,36.14,61.64,17.03,51.89,18.51,67.51,32.49,67.00,33.00,37.31,62.69,72.41,27.59,68.39,31.61,27.62,72.38,46.54,42.94,72.50,27.50,32.59,67.41,63.61,36.39,40.65,35.33,60.44,25.13,47.19,38.67,42.91,31.51,49.35,50.65,34.37,55.11,50.65,39.30,55.45,31.52,59.31,28.82,59.54,30.12,46.25,53.76,50.32,10.59
county,18173,"Warrick County, Indiana",49088,31.28,68.72,59.89,40.12,56.38,13.50,48.13,20.83,47.36,22.62,53.16,28.68,46.55,33.90,64.64,14.21,54.24,16.30,70.46,29.54,62.43,37.57,34.31,65.69,75.82,24.19,71.96,28.04,29.08,70.92,51.85,38.76,76.75,23.25,36.78,63.22,66.50,33.51,42.80,32.14,64.44,22.01,48.90,37.27,46.23,30.70,53.97,46.03,35.12,54.91,52.83,37.56,58.57,29.18,62.08,27.21,62.35,28.63,49.02,50.98,54.57,9.83
county,18175,"Washington County, Indiana",21756,26.56,73.44,56.35,43.66,55.55,17.82,45.13,22.52,45.72,24.39,49.45,31.69,43.02,36.60,60.66,17.88,51.04,19.12,66.93,33.07,67.61,32.40,37.82,62.19,71.42,28.58,67.56,32.44,26.43,73.57,45.55,43.65,71.42,28.58,31.65,68.35,63.01,36.99,40.45,35.75,59.56,25.98,46.47,39.11,41.67,31.77,48.71,51.30,34.29,54.75,50.09,39.47,54.46,32.07,58.45,29.17,58.83,30.23,45.86,54.14,49.38,10.67
county,18177,"Wayne County, Indiana",51656,27.40,72.60,58.90,41.11,54.89,16.37,47.15,21.58,47.07,23.23,52.29,28.80,45.33,34.81,63.11,16.43,53.82,17.88,69.69,30.31,67.55,32.45,36.53,63.47,75.04,24.96,69.77,30.23,27.13,72.87,45.75,43.41,73.38,26.63,32.98,67.03,65.44,34.56,41.76,33.11,60.99,23.76,48.69,38.64,42.43,30.81,50.98,49.02,34.80,55.01,51.75,37.67,56.75,30.42,59.99,28.26,60.36,29.57,47.96,52.04,51.99,10.07
county,18179,"Wells County, Indiana",21249,25.37,74.63,54.27,45.73,52.77,18.88,43.42,24.23,43.16,27.04,47.05,34.35,40.57,39.52,58.82,18.89,48.99,20.56,65.46,34.54,70.63,29.37,39.85,60.15,71.00,29.00,67.49,32.52,26.07,73.93,42.13,46.82,70.16,29.84,29.69,70.31,61.50,38.50,37.35,38.36,57.01,28.43,43.75,41.36,38.08,35.37,46.27,53.73,32.23,56.89,47.74,41.90,52.07,34.52,56.04,31.81,56.14,33.79,43.53,56.48,47.64,11.39
county,18181,"White County, Indiana",18922,27.39,72.61,57.30,42.70,56.58,17.38,46.14,21.93,45.93,24.40,50.76,30.96,44.17,35.56,62.10,17.24,52.98,18.34,67.68,32.32,68.28,31.72,37.45,62.55,72.87,27.13,67.93,32.07,27.88,72.12,45.15,44.21,71.00,29.01,32.72,67.28,64.59,35.41,40.54,35.46,61.56,24.76,46.81,39.51,41.77,31.86,49.41,50.59,35.18,54.68,51.34,39.17,55.81,31.73,59.54,28.77,59.98,29.62,46.41,53.59,50.18,10.53
county,18183,"Whitley County, Indiana",26350,27.50,72.51,58.18,41.82,56.03,15.86,46.21,22.76,47.45,23.78,50.98,31.06,43.84,36.34,62.26,16.95,51.66,18.64,68.61,31.39,65.01,34.99,36.56,63.44,72.75,27.25,70.19,29.81,26.76,73.24,46.79,42.21,74.72,25.28,32.32,67.68,64.53,35.47,42.11,33.29,60.74,24.93,49.07,37.26,44.38,31.21,50.64,49.37,34.24,54.78,50.22,39.25,55.30,31.29,60.07,26.70,60.02,29.77,46.77,53.23,51.70,10.27
county,19001,"Adair County, Iowa",5827,27.13,72.87,56.52,43.48,55.14,17.04,44.85,23.89,41.40,25.61,50.14,31.32,42.06,36.01,60.78,17.18,51.89,18.92,65.26,34.74,65.83,34.18,38.54,61.46,74.02,25.98,67.56,32.45,29.10,70.90,42.16,46.94,70.56,29.44,32.59,67.41,65.86,34.14,39.02,33.38,60.68,24.84,46.18,38.77,43.43,32.32,50.69,49.31,33.97,57.32,50.84,40.17,56.81,31.86,63.01,27.95,61.57,31.15,45.44,54.56,50.30,11.17
county,19003,"Adams County, Iowa",2903,31.46,68.54,61.92,38.08,60.67,14.04,49.54,20.85,48.71,20.04,56.08,26.38,47.62,30.84,64.61,15.17,55.69,16.46,69.09,30.91,56.26,43.74,33.32,66.68,75.44,24.56,70.50,29.50,29.63,70.37,51.94,37.82,77.09,22.91,37.33,62.68,70.09,29.91,47.01,26.51,66.06,20.27,53.33,32.01,53.63,26.07,57.29,42.71,38.29,53.05,55.35,35.73,62.07,27.05,68.99,22.19,67.77,24.68,50.59,49.41,56.01,9.42
county,19005,"Allamakee County, Iowa",10728,28.84,71.16,59.35,40.66,56.06,15.36,47.20,21.30,43.27,22.88,52.70,28.33,45.42,32.23,63.33,14.69,54.78,16.53,67.49,32.51,62.68,37.32,35.85,64.15,75.03,24.97,68.03,31.98,29.41,70.59,47.60,42.35,72.34,27.66,36.51,63.49,68.11,31.89,41.79,30.72,62.89,21.57,49.41,35.80,46.69,28.05,53.72,46.28,36.48,54.50,54.02,36.65,60.26,28.08,65.75,25.15,64.39,27.76,47.89,52.11,51.60,10.29
county,19007,"Appanoose County, Iowa",9584,26.77,73.23,56.59,43.41,55.99,17.28,44.85,24.29,41.65,25.82,50.49,31.29,41.98,36.22,60.56,17.78,51.72,19.31,65.14,34.86,66.17,33.83,38.81,61.19,74.02,25.98,67.60,32.40,28.33,71.67,41.05,47.78,69.94,30.06,31.78,68.22,65.62,34.38,39.64,33.14,61.00,25.03,45.50,39.55,43.21,32.77,50.26,49.74,33.76,57.47,50.74,40.01,56.48,32.02,62.90,27.79,61.47,30.93,44.97,55.03,49.82,11.25
county,19009,"Audubon County, Iowa",4404,29.66,70.34,60.58,39.42,57.95,14.66,48.05,22.06,45.74,22.29,54.59,27.62,45.96,32.21,63.76,15.52,54.75,16.98,68.44,31.56,60.31,39.69,34.99,65.01,76.01,23.99,70.23,29.77,29.70,70.30,47.19,42.08,74.42,25.59,35.35,64.66,69.25,30.75,43.42,28.56,64.71,21.17,50.96,34.63,49.62,28.52,55.68,44.32,36.61,54.47,53.87,36.74,60.28,28.24,66.82,23.88,65.46,26.85,49.54,50.46,54.45,9.96
county,19011,"Benton County, Iowa",19737,29.93,70.07,59.84,40.16,60.23,14.84,47.93,22.55,44.91,23.25,55.28,26.79,44.76,32.41,65.16,15.57,55.76,17.22,68.57,31.43,60.90,39.10,35.61,64.39,76.80,23.20,70.86,29.14,30.84,69.17,46.63,42.92,73.17,26.83,35.35,64.65,69.13,30.88,44.23,27.44,67.16,21.31,51.91,33.18,50.77,29.00,57.68,42.32,36.52,55.29,53.67,37.83,60.78,28.38,68.12,23.31,66.49,26.07,48.86,51.14,55.14,10.14
county,19013,"Black Hawk County, Iowa",102657,32.96,67.04,66.75,33.25,67.04,11.83,53.19,19.70,50.66,19.66,59.42,22.77,50.45,26.87,68.72,13.63,60.19,14.75,73.42,26.58,54.48,45.52,32.15,67.85,81.29,18.71,74.17,25.84,31.89,68.11,50.52,39.11,77.19,22.82,40.75,59.25,76.09,23.91,50.69,23.37,71.33,15.23,56.93,31.32,54.65,25.03,62.81,37.19,42.13,49.46,59.34,30.87,65.49,23.48,70.90,18.68,69.57,21.98,56.35,43.65,60.82,8.58
county,19015,"Boone County, Iowa",21128,30.71,69.29,61.46,38.54,59.09,14.41,48.31,22.08,44.48,23.24,54.68,27.65,45.65,31.93,64.76,15.19,56.18,16.43,69.33,30.67,61.87,38.13,35.01,64.99,78.13,21.87,71.16,28.84,31.90,68.11,44.45,44.65,73.43,26.58,35.92,64.08,70.47,29.53,43.25,29.72,65.96,20.80,50.58,35.71,48.84,29.90,55.98,44.03,36.34,56.00,54.42,37.33,61.16,28.43,66.89,24.54,65.56,27.76,49.63,50.37,56.10,9.95
